city,date,year,quarter,property_type,price_m2,avg_price_m2,med_price_m2,p75_price_m2,p25_price_m2
Bonn,2005-01-01,2005,1,single_family,2000.0,,,,
Bonn,2005-04-01,2005,2,single_family,1900.0,,,,
Bonn,2005-07-01,2005,3,single_family,1900.0,,,,
Bonn,2005-10-01,2005,4,single_family,1800.0,,,,
Bonn,2006-01-01,2006,1,single_family,1900.0,,,,
Bonn,2006-04-01,2006,2,single_family,2000.0,,,,
Bonn,2006-07-01,2006,3,single_family,2000.0,,,,
Bonn,2006-10-01,2006,4,single_family,1900.0,,,,
Bonn,2007-01-01,2007,1,single_family,1900.0,,,,
Bonn,2007-04-01,2007,2,single_family,2100.0,,,,
Bonn,2007-07-01,2007,3,single_family,2100.0,,,,
Bonn,2007-10-01,2007,4,single_family,1900.0,,,,
Bonn,2008-01-01,2008,1,single_family,1900.0,,,,
Bonn,2008-04-01,2008,2,single_family,2000.0,,,,
Bonn,2008-07-01,2008,3,single_family,1900.0,,,,
Bonn,2008-10-01,2008,4,single_family,1800.0,,,,
Bonn,2009-01-01,2009,1,single_family,1900.0,,,,
Bonn,2009-04-01,2009,2,single_family,1800.0,,,,
Bonn,2009-07-01,2009,3,single_family,1800.0,,,,
Bonn,2009-10-01,2009,4,single_family,1700.0,,,,
Bonn,2010-01-01,2010,1,single_family,1800.0,,,,
Bonn,2010-04-01,2010,2,single_family,2000.0,,,,
Bonn,2010-07-01,2010,3,single_family,2000.0,,,,
Bonn,2010-10-01,2010,4,single_family,2000.0,,,,
Bonn,2011-01-01,2011,1,single_family,2100.0,,,,
Bonn,2011-04-01,2011,2,single_family,2100.0,,,,
Bonn,2011-07-01,2011,3,single_family,2100.0,,,,
Bonn,2011-10-01,2011,4,single_family,2000.0,,,,
Bonn,2012-01-01,2012,1,single_family,2300.0,8.22,8.06,9.11,7.17
Bonn,2012-01-01,2012,1,single_family,2300.0,8.120000000000001,8.040000000000001,9.0,7.0
Bonn,2012-01-01,2012,1,single_family,2300.0,8.44,8.23,9.38,7.3500000000000005
Bonn,2012-01-01,2012,1,single_family,2300.0,8.290000000000001,8.13,9.17,7.23
Bonn,2012-04-01,2012,2,single_family,2300.0,8.32,8.11,9.34,7.23
Bonn,2012-04-01,2012,2,single_family,2300.0,8.4,8.24,9.43,7.3100000000000005
Bonn,2012-04-01,2012,2,single_family,2300.0,8.56,8.35,9.73,7.42
Bonn,2012-04-01,2012,2,single_family,2300.0,8.45,8.26,9.5,7.34
Bonn,2012-07-01,2012,3,single_family,2500.0,8.55,8.45,9.52,7.37
Bonn,2012-07-01,2012,3,single_family,2500.0,8.68,8.4,9.78,7.57
Bonn,2012-07-01,2012,3,single_family,2500.0,8.63,8.48,9.620000000000001,7.57
Bonn,2012-07-01,2012,3,single_family,2500.0,8.59,8.46,9.6,7.46
Bonn,2012-10-01,2012,4,single_family,2300.0,8.43,8.27,9.44,7.2700000000000005
Bonn,2012-10-01,2012,4,single_family,2300.0,8.33,8.25,9.41,7.22
Bonn,2012-10-01,2012,4,single_family,2300.0,8.52,8.36,9.56,7.49
Bonn,2012-10-01,2012,4,single_family,2300.0,8.43,8.3,9.47,7.32
Bonn,2013-01-01,2013,1,single_family,2300.0,8.61,8.5,9.78,7.42
Bonn,2013-01-01,2013,1,single_family,2300.0,8.8,8.73,10.0,7.73
Bonn,2013-01-01,2013,1,single_family,2300.0,8.61,8.5,9.57,7.58
Bonn,2013-01-01,2013,1,single_family,2300.0,8.67,8.57,9.78,7.5600000000000005
Bonn,2013-04-01,2013,2,single_family,2400.0,8.61,8.5,9.76,7.46
Bonn,2013-04-01,2013,2,single_family,2400.0,8.71,8.55,9.86,7.57
Bonn,2013-04-01,2013,2,single_family,2400.0,8.55,8.42,9.41,7.46
Bonn,2013-04-01,2013,2,single_family,2400.0,8.63,8.5,9.74,7.5
Bonn,2013-07-01,2013,3,single_family,2400.0,8.53,8.33,9.6,7.42
Bonn,2013-07-01,2013,3,single_family,2400.0,8.5,8.27,9.59,7.43
Bonn,2013-07-01,2013,3,single_family,2400.0,8.57,8.24,9.55,7.390000000000001
Bonn,2013-07-01,2013,3,single_family,2400.0,8.540000000000001,8.3,9.59,7.41
Bonn,2013-10-01,2013,4,single_family,2400.0,8.57,8.41,9.5,7.46
Bonn,2013-10-01,2013,4,single_family,2400.0,8.49,8.33,9.5,7.3100000000000005
Bonn,2013-10-01,2013,4,single_family,2400.0,8.68,8.51,9.78,7.5600000000000005
Bonn,2013-10-01,2013,4,single_family,2400.0,8.58,8.41,9.52,7.44
Bonn,2014-01-01,2014,1,single_family,2500.0,8.85,8.64,10.0,7.84
Bonn,2014-01-01,2014,1,single_family,2500.0,8.83,8.700000000000001,9.93,7.76
Bonn,2014-01-01,2014,1,single_family,2500.0,8.82,8.75,9.78,7.67
Bonn,2014-01-01,2014,1,single_family,2500.0,8.83,8.73,9.86,7.73
Bonn,2014-04-01,2014,2,single_family,2500.0,8.790000000000001,8.61,10.0,7.640000000000001
Bonn,2014-04-01,2014,2,single_family,2500.0,8.71,8.53,9.77,7.5
Bonn,2014-04-01,2014,2,single_family,2500.0,8.83,8.71,9.98,7.74
Bonn,2014-04-01,2014,2,single_family,2500.0,8.77,8.620000000000001,9.870000000000001,7.63
Bonn,2014-07-01,2014,3,single_family,2600.0,8.77,8.61,9.8,7.7
Bonn,2014-07-01,2014,3,single_family,2600.0,8.92,8.78,9.88,8.0
Bonn,2014-07-01,2014,3,single_family,2600.0,8.97,8.75,10.0,7.78
Bonn,2014-07-01,2014,3,single_family,2600.0,8.88,8.73,9.94,7.82
Bonn,2014-10-01,2014,4,single_family,2600.0,8.99,8.85,10.03,7.8
Bonn,2014-10-01,2014,4,single_family,2600.0,8.94,8.61,10.0,7.640000000000001
Bonn,2014-10-01,2014,4,single_family,2600.0,9.06,8.85,10.0,7.91
Bonn,2014-10-01,2014,4,single_family,2600.0,8.99,8.790000000000001,10.0,7.78
Bonn,2015-01-01,2015,1,single_family,2300.0,9.07,8.9,10.0,7.890000000000001
Bonn,2015-01-01,2015,1,single_family,2300.0,8.98,8.72,10.0,7.8
Bonn,2015-01-01,2015,1,single_family,2300.0,8.950000000000001,8.72,10.0,7.8
Bonn,2015-01-01,2015,1,single_family,2300.0,9.0,8.77,10.0,7.83
Bonn,2015-04-01,2015,2,single_family,2800.0,9.23,9.02,10.27,8.0
Bonn,2015-04-01,2015,2,single_family,2800.0,8.97,8.89,10.0,7.890000000000001
Bonn,2015-04-01,2015,2,single_family,2800.0,9.07,8.83,10.0,7.95
Bonn,2015-04-01,2015,2,single_family,2800.0,9.09,8.950000000000001,10.0,7.97
Bonn,2015-07-01,2015,3,single_family,2500.0,9.18,9.0,10.200000000000001,8.02
Bonn,2015-07-01,2015,3,single_family,2500.0,9.22,9.06,10.19,8.040000000000001
Bonn,2015-07-01,2015,3,single_family,2500.0,9.290000000000001,9.0,10.44,8.0
Bonn,2015-07-01,2015,3,single_family,2500.0,9.23,9.02,10.290000000000001,8.0
Bonn,2015-10-01,2015,4,single_family,2500.0,9.09,8.93,10.0,7.8500000000000005
Bonn,2015-10-01,2015,4,single_family,2500.0,8.99,8.83,10.0,7.930000000000001
Bonn,2015-10-01,2015,4,single_family,2500.0,8.96,8.69,9.92,7.79
Bonn,2015-10-01,2015,4,single_family,2500.0,9.02,8.83,10.0,7.84
Bonn,2016-01-01,2016,1,single_family,2700.0,9.120000000000001,8.89,10.0,7.890000000000001
Bonn,2016-01-01,2016,1,single_family,2700.0,9.35,9.040000000000001,10.44,8.1
Bonn,2016-01-01,2016,1,single_family,2700.0,9.24,9.0,10.21,7.97
Bonn,2016-01-01,2016,1,single_family,2700.0,9.24,9.0,10.22,8.0
Bonn,2016-04-01,2016,2,single_family,2800.0,9.34,9.28,10.200000000000001,8.15
Bonn,2016-04-01,2016,2,single_family,2800.0,9.26,9.0,10.19,8.13
Bonn,2016-04-01,2016,2,single_family,2800.0,9.27,9.15,10.200000000000001,8.23
Bonn,2016-04-01,2016,2,single_family,2800.0,9.290000000000001,9.17,10.200000000000001,8.16
Bonn,2016-07-01,2016,3,single_family,2800.0,9.34,9.3,10.42,8.040000000000001
Bonn,2016-07-01,2016,3,single_family,2800.0,9.59,9.57,10.71,8.3
Bonn,2016-07-01,2016,3,single_family,2800.0,9.5,9.33,10.5,8.27
Bonn,2016-07-01,2016,3,single_family,2800.0,9.47,9.4,10.51,8.2
Bonn,2016-10-01,2016,4,single_family,2700.0,9.24,9.040000000000001,10.25,8.05
Bonn,2016-10-01,2016,4,single_family,2700.0,9.51,9.52,10.59,8.26
Bonn,2016-10-01,2016,4,single_family,2700.0,9.42,9.47,10.36,8.16
Bonn,2016-10-01,2016,4,single_family,2700.0,9.38,9.32,10.38,8.13
Bonn,2017-01-01,2017,1,single_family,2900.0,9.43,9.33,10.51,8.16
Bonn,2017-01-01,2017,1,single_family,2900.0,9.450000000000001,9.17,10.48,8.28
Bonn,2017-01-01,2017,1,single_family,2900.0,9.43,9.200000000000001,10.31,8.290000000000001
Bonn,2017-01-01,2017,1,single_family,2900.0,9.43,9.23,10.450000000000001,8.22
Bonn,2017-04-01,2017,2,single_family,3000.0,9.58,9.39,10.57,8.38
Bonn,2017-04-01,2017,2,single_family,3000.0,9.620000000000001,9.38,10.65,8.44
Bonn,2017-04-01,2017,2,single_family,3000.0,9.67,9.47,10.6,8.42
Bonn,2017-04-01,2017,2,single_family,3000.0,9.620000000000001,9.42,10.61,8.41
Bonn,2017-07-01,2017,3,single_family,2900.0,9.85,9.57,11.0,8.5
Bonn,2017-07-01,2017,3,single_family,2900.0,9.59,9.34,10.91,8.26
Bonn,2017-07-01,2017,3,single_family,2900.0,9.69,9.56,10.82,8.42
Bonn,2017-07-01,2017,3,single_family,2900.0,9.71,9.5,10.91,8.42
Bonn,2017-10-01,2017,4,single_family,3200.0,9.69,9.63,10.8,8.5
Bonn,2017-10-01,2017,4,single_family,3200.0,9.74,9.6,10.83,8.5
Bonn,2017-10-01,2017,4,single_family,3200.0,9.75,9.55,11.0,8.47
Bonn,2017-10-01,2017,4,single_family,3200.0,9.73,9.59,10.86,8.5
Bonn,2018-01-01,2018,1,single_family,2900.0,9.82,9.81,10.94,8.57
Bonn,2018-01-01,2018,1,single_family,2900.0,9.9,9.66,11.0,8.55
Bonn,2018-01-01,2018,1,single_family,2900.0,9.84,9.75,11.0,8.5
Bonn,2018-01-01,2018,1,single_family,2900.0,9.85,9.75,11.0,8.55
Bonn,2018-04-01,2018,2,single_family,3200.0,10.07,9.88,11.14,8.81
Bonn,2018-04-01,2018,2,single_family,3200.0,9.96,9.84,11.1,8.75
Bonn,2018-04-01,2018,2,single_family,3200.0,10.03,9.97,11.0,8.71
Bonn,2018-04-01,2018,2,single_family,3200.0,10.02,9.9,11.07,8.76
Bonn,2018-07-01,2018,3,single_family,3200.0,10.03,9.870000000000001,11.4,8.51
Bonn,2018-07-01,2018,3,single_family,3200.0,9.97,9.8,11.08,8.59
Bonn,2018-07-01,2018,3,single_family,3200.0,9.99,9.92,11.05,8.790000000000001
Bonn,2018-07-01,2018,3,single_family,3200.0,10.0,9.85,11.15,8.66
Bonn,2018-10-01,2018,4,single_family,3200.0,10.16,10.0,11.25,8.89
Bonn,2018-10-01,2018,4,single_family,3200.0,9.98,9.89,11.0,8.69
Bonn,2018-10-01,2018,4,single_family,3200.0,10.16,10.0,11.4,8.9
Bonn,2018-10-01,2018,4,single_family,3200.0,10.1,10.0,11.22,8.77
Bonn,2019-01-01,2019,1,single_family,3300.0,10.07,9.870000000000001,11.07,8.92
Bonn,2019-01-01,2019,1,single_family,3300.0,9.92,9.84,10.96,8.63
Bonn,2019-01-01,2019,1,single_family,3300.0,10.08,10.0,11.05,8.86
Bonn,2019-01-01,2019,1,single_family,3300.0,10.03,9.88,11.01,8.81
Bonn,2019-04-01,2019,2,single_family,3300.0,10.23,10.0,11.38,8.85
Bonn,2019-04-01,2019,2,single_family,3300.0,10.41,10.18,11.61,8.96
Bonn,2019-04-01,2019,2,single_family,3300.0,10.48,10.26,11.77,9.05
Bonn,2019-04-01,2019,2,single_family,3300.0,10.36,10.01,11.540000000000001,8.96
Bonn,2019-07-01,2019,3,single_family,3400.0,10.4,10.05,11.5,9.0
Bonn,2019-07-01,2019,3,single_family,3400.0,10.42,10.26,11.5,9.0
Bonn,2019-07-01,2019,3,single_family,3400.0,10.31,10.0,11.5,8.88
Bonn,2019-07-01,2019,3,single_family,3400.0,10.38,10.0,11.5,8.98
Bonn,2019-10-01,2019,4,single_family,3500.0,10.49,10.18,11.94,9.05
Bonn,2019-10-01,2019,4,single_family,3500.0,10.44,10.05,11.56,9.17
Bonn,2019-10-01,2019,4,single_family,3500.0,10.43,10.200000000000001,11.540000000000001,9.0
Bonn,2019-10-01,2019,4,single_family,3500.0,10.450000000000001,10.14,11.65,9.06
Bonn,2020-01-01,2020,1,single_family,3600.0,10.38,10.0,11.67,9.0
Bonn,2020-01-01,2020,1,single_family,3600.0,10.35,10.02,11.5,9.03
Bonn,2020-01-01,2020,1,single_family,3600.0,10.48,10.0,11.76,9.06
Bonn,2020-01-01,2020,1,single_family,3600.0,10.41,10.0,11.61,9.01
Bonn,2020-04-01,2020,2,single_family,3700.0,10.370000000000001,10.0,11.63,8.93
Bonn,2020-04-01,2020,2,single_family,3700.0,10.68,10.31,11.8,9.21
Bonn,2020-04-01,2020,2,single_family,3700.0,10.73,10.47,12.0,9.25
Bonn,2020-04-01,2020,2,single_family,3700.0,10.6,10.33,11.83,9.14
Bonn,2020-07-01,2020,3,single_family,3800.0,10.61,10.450000000000001,11.65,9.15
Bonn,2020-07-01,2020,3,single_family,3800.0,10.69,10.14,12.0,9.17
Bonn,2020-07-01,2020,3,single_family,3800.0,10.9,10.72,12.18,9.51
Bonn,2020-07-01,2020,3,single_family,3800.0,10.73,10.450000000000001,12.0,9.23
Bonn,2020-10-01,2020,4,single_family,4000.0,10.77,10.53,12.0,9.27
Bonn,2020-10-01,2020,4,single_family,4000.0,10.9,10.83,12.13,9.540000000000001
Bonn,2020-10-01,2020,4,single_family,4000.0,10.97,10.790000000000001,12.38,9.41
Bonn,2020-10-01,2020,4,single_family,4000.0,10.870000000000001,10.66,12.11,9.4
Bonn,2021-01-01,2021,1,single_family,4000.0,11.040000000000001,10.85,12.49,9.56
Bonn,2021-01-01,2021,1,single_family,4000.0,10.92,10.6,12.19,9.56
Bonn,2021-01-01,2021,1,single_family,4000.0,11.31,11.0,12.58,9.78
Bonn,2021-01-01,2021,1,single_family,4000.0,11.11,10.870000000000001,12.5,9.64
Bonn,2021-04-01,2021,2,single_family,4000.0,11.31,11.0,12.5,9.88
Bonn,2021-04-01,2021,2,single_family,4000.0,10.870000000000001,10.69,11.98,9.64
Bonn,2021-04-01,2021,2,single_family,4000.0,11.15,10.77,12.56,9.53
Bonn,2021-04-01,2021,2,single_family,4000.0,11.120000000000001,10.8,12.33,9.68
Bonn,2021-07-01,2021,3,single_family,4300.0,11.1,10.76,12.42,9.52
Bonn,2021-07-01,2021,3,single_family,4300.0,11.18,10.85,12.4,9.71
Bonn,2021-07-01,2021,3,single_family,4300.0,11.4,11.03,12.8,9.94
Bonn,2021-07-01,2021,3,single_family,4300.0,11.22,10.89,12.5,9.74
Bonn,2021-10-01,2021,4,single_family,4300.0,11.15,10.870000000000001,12.41,9.6
Bonn,2021-10-01,2021,4,single_family,4300.0,10.98,10.8,12.08,9.77
Bonn,2021-10-01,2021,4,single_family,4300.0,11.63,11.35,12.93,10.040000000000001
Bonn,2021-10-01,2021,4,single_family,4300.0,11.22,10.94,12.5,9.82
Bonn,2022-01-01,2022,1,single_family,4600.0,11.290000000000001,10.94,12.700000000000001,9.75
Bonn,2022-01-01,2022,1,single_family,4600.0,11.66,11.4,13.11,10.0
Bonn,2022-01-01,2022,1,single_family,4600.0,11.56,11.5,12.86,10.0
Bonn,2022-01-01,2022,1,single_family,4600.0,11.51,11.25,12.89,10.0
Bonn,2022-04-01,2022,2,single_family,4700.0,11.790000000000001,11.67,13.33,10.0
Bonn,2022-04-01,2022,2,single_family,4700.0,11.700000000000001,11.41,13.0,10.0
Bonn,2022-04-01,2022,2,single_family,4700.0,11.51,11.28,12.86,10.0
Bonn,2022-04-01,2022,2,single_family,4700.0,11.67,11.47,13.05,10.0
Bonn,2022-07-01,2022,3,single_family,4700.0,11.55,11.24,13.19,10.0
Bonn,2022-07-01,2022,3,single_family,4700.0,11.82,11.69,13.09,10.43
Bonn,2022-07-01,2022,3,single_family,4700.0,11.67,11.450000000000001,13.02,10.0
Bonn,2022-07-01,2022,3,single_family,4700.0,11.66,11.44,13.11,10.0
Bonn,2022-10-01,2022,4,single_family,4400.0,11.77,11.76,13.35,10.05
Bonn,2022-10-01,2022,4,single_family,4400.0,11.66,11.5,13.0,10.0
Bonn,2022-10-01,2022,4,single_family,4400.0,11.76,11.51,13.44,10.22
Bonn,2022-10-01,2022,4,single_family,4400.0,11.73,11.540000000000001,13.16,10.1
Bonn,2023-01-01,2023,1,single_family,4300.0,11.94,11.67,13.5,10.18
Bonn,2023-01-01,2023,1,single_family,4300.0,12.05,11.93,13.6,10.290000000000001
Bonn,2023-01-01,2023,1,single_family,4300.0,11.91,11.59,13.72,10.01
Bonn,2023-01-01,2023,1,single_family,4300.0,11.96,11.72,13.530000000000001,10.17
Bonn,2023-04-01,2023,2,single_family,4100.0,11.99,11.74,13.51,10.24
Bonn,2023-04-01,2023,2,single_family,4100.0,11.82,11.65,13.290000000000001,10.23
Bonn,2023-04-01,2023,2,single_family,4100.0,12.17,12.0,13.620000000000001,10.5
Bonn,2023-04-01,2023,2,single_family,4100.0,12.0,11.83,13.5,10.28
Bonn,2023-07-01,2023,3,single_family,4000.0,12.25,11.86,13.950000000000001,10.38
Bonn,2023-07-01,2023,3,single_family,4000.0,11.950000000000001,11.84,13.57,10.0
Bonn,2023-07-01,2023,3,single_family,4000.0,12.36,12.0,14.0,10.5
Bonn,2023-07-01,2023,3,single_family,4000.0,12.18,11.94,13.86,10.3
Bonn,2023-10-01,2023,4,single_family,3800.0,12.030000000000001,11.99,13.64,10.13
Bonn,2023-10-01,2023,4,single_family,3800.0,12.26,12.030000000000001,14.0,10.46
Bonn,2023-10-01,2023,4,single_family,3800.0,12.58,12.5,14.3,10.65
Bonn,2023-10-01,2023,4,single_family,3800.0,12.26,12.1,13.96,10.4
Bonn,2024-01-01,2024,1,single_family,3700.0,12.71,12.22,14.290000000000001,10.83
Bonn,2024-01-01,2024,1,single_family,3700.0,12.66,12.5,14.0,10.870000000000001
Bonn,2024-01-01,2024,1,single_family,3700.0,12.530000000000001,12.200000000000001,14.1,10.66
Bonn,2024-01-01,2024,1,single_family,3700.0,12.64,12.280000000000001,14.17,10.78
Bonn,2024-04-01,2024,2,single_family,3900.0,12.57,12.5,14.1,10.86
Bonn,2024-04-01,2024,2,single_family,3900.0,12.76,12.24,14.44,10.75
Bonn,2024-04-01,2024,2,single_family,3900.0,13.16,12.540000000000001,15.0,11.0
Bonn,2024-04-01,2024,2,single_family,3900.0,12.790000000000001,12.450000000000001,14.38,10.84
Bonn,2024-07-01,2024,3,single_family,4400.0,12.85,12.950000000000001,14.8,10.86
Bonn,2024-07-01,2024,3,single_family,4400.0,12.39,12.18,14.08,10.44
Bonn,2024-07-01,2024,3,single_family,4400.0,12.89,12.57,14.67,10.68
Bonn,2024-07-01,2024,3,single_family,4400.0,12.73,12.52,14.540000000000001,10.6
Bonn,2024-10-01,2024,4,single_family,3900.0,12.65,12.38,14.290000000000001,10.68
Bonn,2024-10-01,2024,4,single_family,3900.0,12.31,12.0,13.89,10.35
Bonn,2024-10-01,2024,4,single_family,3900.0,12.97,12.69,14.540000000000001,10.85
Bonn,2024-10-01,2024,4,single_family,3900.0,12.63,12.35,14.120000000000001,10.67
Bonn,2005-01-01,2005,1,apartment,1500.0,,,,
Bonn,2005-04-01,2005,2,apartment,1500.0,,,,
Bonn,2005-07-01,2005,3,apartment,1500.0,,,,
Bonn,2005-10-01,2005,4,apartment,1400.0,,,,
Bonn,2006-01-01,2006,1,apartment,1500.0,,,,
Bonn,2006-04-01,2006,2,apartment,1500.0,,,,
Bonn,2006-07-01,2006,3,apartment,1700.0,,,,
Bonn,2006-10-01,2006,4,apartment,1500.0,,,,
Bonn,2007-01-01,2007,1,apartment,1500.0,,,,
Bonn,2007-04-01,2007,2,apartment,1500.0,,,,
Bonn,2007-07-01,2007,3,apartment,1500.0,,,,
Bonn,2007-10-01,2007,4,apartment,1500.0,,,,
Bonn,2008-01-01,2008,1,apartment,1500.0,,,,
Bonn,2008-04-01,2008,2,apartment,1500.0,,,,
Bonn,2008-07-01,2008,3,apartment,1400.0,,,,
Bonn,2008-10-01,2008,4,apartment,1600.0,,,,
Bonn,2009-01-01,2009,1,apartment,1600.0,,,,
Bonn,2009-04-01,2009,2,apartment,1600.0,,,,
Bonn,2009-07-01,2009,3,apartment,1600.0,,,,
Bonn,2009-10-01,2009,4,apartment,1700.0,,,,
Bonn,2010-01-01,2010,1,apartment,1800.0,,,,
Bonn,2010-04-01,2010,2,apartment,1700.0,,,,
Bonn,2010-07-01,2010,3,apartment,1800.0,,,,
Bonn,2010-10-01,2010,4,apartment,1700.0,,,,
Bonn,2011-01-01,2011,1,apartment,1800.0,,,,
Bonn,2011-04-01,2011,2,apartment,1700.0,,,,
Bonn,2011-07-01,2011,3,apartment,1800.0,,,,
Bonn,2011-10-01,2011,4,apartment,1800.0,,,,
Bonn,2012-01-01,2012,1,apartment,1700.0,8.22,8.06,9.11,7.17
Bonn,2012-01-01,2012,1,apartment,1700.0,8.120000000000001,8.040000000000001,9.0,7.0
Bonn,2012-01-01,2012,1,apartment,1700.0,8.44,8.23,9.38,7.3500000000000005
Bonn,2012-01-01,2012,1,apartment,1700.0,8.290000000000001,8.13,9.17,7.23
Bonn,2012-04-01,2012,2,apartment,1900.0,8.32,8.11,9.34,7.23
Bonn,2012-04-01,2012,2,apartment,1900.0,8.4,8.24,9.43,7.3100000000000005
Bonn,2012-04-01,2012,2,apartment,1900.0,8.56,8.35,9.73,7.42
Bonn,2012-04-01,2012,2,apartment,1900.0,8.45,8.26,9.5,7.34
Bonn,2012-07-01,2012,3,apartment,1800.0,8.55,8.45,9.52,7.37
Bonn,2012-07-01,2012,3,apartment,1800.0,8.68,8.4,9.78,7.57
Bonn,2012-07-01,2012,3,apartment,1800.0,8.63,8.48,9.620000000000001,7.57
Bonn,2012-07-01,2012,3,apartment,1800.0,8.59,8.46,9.6,7.46
Bonn,2012-10-01,2012,4,apartment,1800.0,8.43,8.27,9.44,7.2700000000000005
Bonn,2012-10-01,2012,4,apartment,1800.0,8.33,8.25,9.41,7.22
Bonn,2012-10-01,2012,4,apartment,1800.0,8.52,8.36,9.56,7.49
Bonn,2012-10-01,2012,4,apartment,1800.0,8.43,8.3,9.47,7.32
Bonn,2013-01-01,2013,1,apartment,1900.0,8.61,8.5,9.78,7.42
Bonn,2013-01-01,2013,1,apartment,1900.0,8.8,8.73,10.0,7.73
Bonn,2013-01-01,2013,1,apartment,1900.0,8.61,8.5,9.57,7.58
Bonn,2013-01-01,2013,1,apartment,1900.0,8.67,8.57,9.78,7.5600000000000005
Bonn,2013-04-01,2013,2,apartment,1800.0,8.61,8.5,9.76,7.46
Bonn,2013-04-01,2013,2,apartment,1800.0,8.71,8.55,9.86,7.57
Bonn,2013-04-01,2013,2,apartment,1800.0,8.55,8.42,9.41,7.46
Bonn,2013-04-01,2013,2,apartment,1800.0,8.63,8.5,9.74,7.5
Bonn,2013-07-01,2013,3,apartment,2100.0,8.53,8.33,9.6,7.42
Bonn,2013-07-01,2013,3,apartment,2100.0,8.5,8.27,9.59,7.43
Bonn,2013-07-01,2013,3,apartment,2100.0,8.57,8.24,9.55,7.390000000000001
Bonn,2013-07-01,2013,3,apartment,2100.0,8.540000000000001,8.3,9.59,7.41
Bonn,2013-10-01,2013,4,apartment,2300.0,8.57,8.41,9.5,7.46
Bonn,2013-10-01,2013,4,apartment,2300.0,8.49,8.33,9.5,7.3100000000000005
Bonn,2013-10-01,2013,4,apartment,2300.0,8.68,8.51,9.78,7.5600000000000005
Bonn,2013-10-01,2013,4,apartment,2300.0,8.58,8.41,9.52,7.44
Bonn,2014-01-01,2014,1,apartment,2200.0,8.85,8.64,10.0,7.84
Bonn,2014-01-01,2014,1,apartment,2200.0,8.83,8.700000000000001,9.93,7.76
Bonn,2014-01-01,2014,1,apartment,2200.0,8.82,8.75,9.78,7.67
Bonn,2014-01-01,2014,1,apartment,2200.0,8.83,8.73,9.86,7.73
Bonn,2014-04-01,2014,2,apartment,2100.0,8.790000000000001,8.61,10.0,7.640000000000001
Bonn,2014-04-01,2014,2,apartment,2100.0,8.71,8.53,9.77,7.5
Bonn,2014-04-01,2014,2,apartment,2100.0,8.83,8.71,9.98,7.74
Bonn,2014-04-01,2014,2,apartment,2100.0,8.77,8.620000000000001,9.870000000000001,7.63
Bonn,2014-07-01,2014,3,apartment,2300.0,8.77,8.61,9.8,7.7
Bonn,2014-07-01,2014,3,apartment,2300.0,8.92,8.78,9.88,8.0
Bonn,2014-07-01,2014,3,apartment,2300.0,8.97,8.75,10.0,7.78
Bonn,2014-07-01,2014,3,apartment,2300.0,8.88,8.73,9.94,7.82
Bonn,2014-10-01,2014,4,apartment,2400.0,8.99,8.85,10.03,7.8
Bonn,2014-10-01,2014,4,apartment,2400.0,8.94,8.61,10.0,7.640000000000001
Bonn,2014-10-01,2014,4,apartment,2400.0,9.06,8.85,10.0,7.91
Bonn,2014-10-01,2014,4,apartment,2400.0,8.99,8.790000000000001,10.0,7.78
Bonn,2015-01-01,2015,1,apartment,2200.0,9.07,8.9,10.0,7.890000000000001
Bonn,2015-01-01,2015,1,apartment,2200.0,8.98,8.72,10.0,7.8
Bonn,2015-01-01,2015,1,apartment,2200.0,8.950000000000001,8.72,10.0,7.8
Bonn,2015-01-01,2015,1,apartment,2200.0,9.0,8.77,10.0,7.83
Bonn,2015-04-01,2015,2,apartment,2200.0,9.23,9.02,10.27,8.0
Bonn,2015-04-01,2015,2,apartment,2200.0,8.97,8.89,10.0,7.890000000000001
Bonn,2015-04-01,2015,2,apartment,2200.0,9.07,8.83,10.0,7.95
Bonn,2015-04-01,2015,2,apartment,2200.0,9.09,8.950000000000001,10.0,7.97
Bonn,2015-07-01,2015,3,apartment,2100.0,9.18,9.0,10.200000000000001,8.02
Bonn,2015-07-01,2015,3,apartment,2100.0,9.22,9.06,10.19,8.040000000000001
Bonn,2015-07-01,2015,3,apartment,2100.0,9.290000000000001,9.0,10.44,8.0
Bonn,2015-07-01,2015,3,apartment,2100.0,9.23,9.02,10.290000000000001,8.0
Bonn,2015-10-01,2015,4,apartment,2300.0,9.09,8.93,10.0,7.8500000000000005
Bonn,2015-10-01,2015,4,apartment,2300.0,8.99,8.83,10.0,7.930000000000001
Bonn,2015-10-01,2015,4,apartment,2300.0,8.96,8.69,9.92,7.79
Bonn,2015-10-01,2015,4,apartment,2300.0,9.02,8.83,10.0,7.84
Bonn,2016-01-01,2016,1,apartment,2400.0,9.120000000000001,8.89,10.0,7.890000000000001
Bonn,2016-01-01,2016,1,apartment,2400.0,9.35,9.040000000000001,10.44,8.1
Bonn,2016-01-01,2016,1,apartment,2400.0,9.24,9.0,10.21,7.97
Bonn,2016-01-01,2016,1,apartment,2400.0,9.24,9.0,10.22,8.0
Bonn,2016-04-01,2016,2,apartment,2300.0,9.34,9.28,10.200000000000001,8.15
Bonn,2016-04-01,2016,2,apartment,2300.0,9.26,9.0,10.19,8.13
Bonn,2016-04-01,2016,2,apartment,2300.0,9.27,9.15,10.200000000000001,8.23
