year,quarter,city,Index,avg_price_sqm,med_price_sqm,p75_price_sqm,p25_price_sqm,date
2012,2,Gelsenkirchen,93.29058837890625,4.73,4.75,5.0600000000000005,4.28,2012-04-01
2012,2,Hamburg,97.76725769042969,10.28,9.89,12.0,8.36,2012-04-01
2012,2,Hamm,94.07821655273438,5.29,5.22,5.7700000000000005,4.86,2012-04-01
2012,2,Hannover,87.23374938964844,6.63,6.43,7.2700000000000005,5.9,2012-04-01
2012,2,Karlsruhe,93.27375793457031,8.33,8.040000000000001,9.23,7.32,2012-04-01
2012,2,Kiel,91.02645111083984,6.54,6.45,7.33,5.5,2012-04-01
2012,2,Köln,91.63865661621094,8.91,8.69,10.0,7.57,2012-04-01
2012,2,Leipzig,87.46694946289062,5.17,5.08,5.72,4.51,2012-04-01
2012,2,Lübeck,90.82711029052734,6.57,6.46,7.33,5.63,2012-04-01
2012,2,Mönchengladbach,95.94300842285156,5.66,5.5,6.24,5.03,2012-04-01
2012,2,Mannheim,89.39801025390625,7.46,7.22,8.09,6.5,2012-04-01
2012,2,Kreis Mettmann,95.62139129638672,6.8100000000000005,6.8100000000000005,7.58,6.0,2012-04-01
2012,2,München,87.78634643554688,12.88,12.5,14.11,11.25,2012-04-01
2012,2,Münster,92.583251953125,8.24,8.0,9.56,6.91,2012-04-01
2012,2,Nürnberg,89.3626937866211,7.6000000000000005,7.5,8.2,6.67,2012-04-01
2012,2,Potsdam,92.93635559082031,8.19,8.31,9.13,7.0200000000000005,2012-04-01
2012,2,Rhein-Erft-Kreis,92.90650177001953,7.08,7.21,8.0,5.8500000000000005,2012-04-01
2012,2,Stuttgart,89.13206481933594,9.55,9.22,10.51,8.33,2012-04-01
2012,2,Wiesbaden,93.75479125976562,8.72,8.56,9.53,7.72,2012-04-01
2012,2,Wuppertal,97.2386245727539,5.62,5.48,6.0,5.0,2012-04-01
2012,2,Aachen,92.602783203125,7.69,7.5,8.66,6.5,2012-04-01
2012,2,Augsburg,84.3785629272461,7.12,7.0,7.88,6.34,2012-04-01
2012,2,Berlin,86.4200439453125,7.51,7.08,8.56,6.08,2012-04-01
2012,2,Bielefeld,93.32341003417969,5.99,5.82,6.62,5.17,2012-04-01
2012,2,Bocholt,98.11450958251953,6.34,6.0600000000000005,7.0,5.53,2012-04-01
2012,2,Bochum,94.94966125488281,5.71,5.5200000000000005,6.18,5.05,2012-04-01
